jobid,date,description,employer,location,salary,tags,title,url,weeknum
103008,2016-09-14,We are looking for talented PHP Full Stack developers living in Eastern Europe who want to join our…,MobyMax,"Bucharest, Romania",,"[php, javascript, mysql, css, linux]",PHP Full Stack Engineer (eastern europe) (remote),/jobs/103008/php-full-stack-engineer-eastern-europe-remote-mobymax,37
124834,2016-09-14,"Join InCrowd's friendly, collaborative, and awesome development team and help us build the future of…","InCrowd, Inc.","Boston, MA","$90,000 - 130,000

                                / 
Provides Equity","[javascript, reactjs, backbone.js, css, gulp]",Build the Future of Primary Market Research,/jobs/124834/build-the-future-of-primary-market-research-incrowd-inc,37
120960,2016-09-14,"Description
The mission of BitTorrent is to build technologies and platforms that democratize…","BitTorrent, Inc.","San Francisco, CA",Provides Equity,"[javascript, css, html, angularjs, node.js]",Senior Web Developer,/jobs/120960/senior-web-developer-bittorrent-inc,37
124853,2016-09-14,"Canadian residents only. 
We are looking for a senior developer to join our team at Mobials (https:/…",Mobials,"London, ON, Canada",,"[php, ios, android, domain-driven-design, cqrs]","Senior PHP/JS Developer with CQRS/DDD experience (London, Ontario)",/jobs/124853/senior-php-js-developer-with-cqrs-ddd-experience-mobials,37
120959,2016-09-14,Germany’s digital insurance expert is looking for Senior Developers to join us on our endeavour to…,Finleap,"Frankfurt am Main, Germany",,"[ruby, ruby-on-rails, continuous-integration, tdd, sql]",Senior Ruby Developer at Clark.de,/jobs/120959/senior-ruby-developer-at-clarkde-finleap,37
120951,2016-09-14,"We’re FinLeap, a Fintech company builder based in Berlin and active in more than ten countries. Along…",Finleap GmbH,"Berlin, Germany",,"[reactjs, angularjs, javascript, node.js, html5]","Senior Frontend Developer (React, Angular)",/jobs/120951/senior-frontend-developer-react-angular-finleap-gmbh,37
120967,2016-09-14,"TradeKing Group, Inc. (www.tradeking.com) consists of companies that provide online brokerage services,…",Ally Financial,"Charlotte, NC",,"[c#-5.0, mssql-jdbc, .net-4.5, model-view-controller, web-api]",Back-end Web Developer,/jobs/120967/back-end-web-developer-ally-financial,37
116213,2016-09-14,"SUMMARY
The ingestion, review, management and syndication of content is core to Hulu’s business and…",Hulu,"Santa Monica, CA",,"[python, reactjs, mysql, mongodb]",Software Developer - Content Platform for Hulu!,/jobs/116213/software-developer-content-platform-for-hulu-hulu,37
120847,2016-09-14,"Ansira is the leader in modeling and activating 1st, 2nd and 3rd party data, delivering performance…",Ansira,"St. Louis, MO",,"[c#, .net, sql, asp.net]",.NET Developer,/jobs/120847/net-developer-ansira,37
110480,2016-09-14,"HERE is the leading global provider of maps, and location-based services. We are developing technology…",HERE USA,"Chicago, IL",,"[java, c++, 24x7, high-availability, low-latency]",Sr Architect -,/jobs/110480/sr-architect-here-usa,37
109104,2016-09-14,"As a core member of the development team, you will build innovations for our flagship product, Concur…",Concur,"Bellevue, WA",,"[java, rest, oop]",Senior Java Software Development Engineer,/jobs/109104/senior-java-software-development-engineer-concur,37
120962,2016-09-14,"Ansira is the leader in modeling and activating 1st, 2nd and 3rd party data, delivering performance…",Ansira,"Addison, TX",,"[php, mysql, symfony1, node.js, angularjs]",PHP Developer,/jobs/120962/php-developer-ansira,37
124563,2016-09-14,"15+ years ago, priceline.com transformed the travel space. We are now looking for some to work with us…",Priceline.com,"New York, NY",,"[scope, model, rest]",Agile Coach,/jobs/124563/agile-coach-pricelinecom,37
124783,2016-09-14,"TUYA Technologies, LLC (TUYA) is looking for front-end UI/UX developers to help create and launch an…","Tuya Technologies, LLC","Houston, TX",,"[html5, css, angular2, angularjs]",Senior UI / UX Web Developer,/jobs/124783/senior-ui-ux-web-developer-tuya-technologies-llc,37
109093,2016-09-14,"The Senior Software Engineer will design, and develop cloud-based network software services for the…",PlayStation Network,"San Francisco, CA",,"[amazon-web-services, cassandra, java, rest, agile]",Sr Software Engineer,/jobs/109093/sr-software-engineer-playstation-network,37
110256,2016-09-14,We are looking for a Front End Developer who is passionate about creating data driven technology. The…,Genesis Media,"New York, NY",,"[uxui, javascript, css, html, jquery]",Front End Developer,/jobs/110256/front-end-developer-genesis-media,37
124840,2016-09-14,Vous avez envie d’apprendre dans une ambiance start-up et un environnement stimulant ? Alors venez…,KELEY LIVE,"Paris, France","€32,000 - 53,000","[symfony2, nosql, behat, jira, jenkins]",Lead développeur web,/jobs/124840/lead-d%C3%A9veloppeur-web-keley-live,37
124851,2016-09-14,"If you live and breathe code as your craft, find joy in helping other people learn, and want ample time…",The Iron Yard,"Salt Lake City, UT",,[java],Java Instructor,/jobs/124851/java-instructor-the-iron-yard,37
124212,2016-09-14,"This vacancy is based in our Berlin Office
Here's what you can expect

a hell of a lot of fun
a…",techdev Solutions GmbH,"Berlin, Germany","€45,000 - 65,000","[kotlin, java, android]",Software Developer Kotlin (f/m),/jobs/124212/software-developer-kotlin-f-m-techdev-solutions-gmbh,37
124850,2016-09-14, Senior Software-Developer Java/J2EE (m/w) für kundenindividuelle IT-Lösungen im Umfeld Vernetztes…,ESG Elektroniksystem- und Logistik-GmbH,"München, Deutschland","€75,000 - 85,000","[java, java-ee, javascript, glassfish, html5]",Senior Developer Java/J2EE (m/w) für Connected Car IT-Lösungen,/jobs/124850/senior-developer-java-j2ee-m-w-f%C3%BCr-connected-esg-elektroniksystem-und,37
124849,2016-09-14,"We’re a global creative agency based in Boston & New York who works with major brands like Progressive,…",Arnold Worldwide,"Boston, MA","$80,000 - 100,000","[html, css, javascript, php, wordpress]",Developer,/jobs/124849/developer-arnold-worldwide,37
124847,2016-09-14,The Farmer's Dog is a VC backed direct-to-consumer pet health brand on a mission to disrupt the $60…,The Farmer's Dog,"New York, NY",,"[docker, node, aws, javascript, react]",Full Stack Engineer,/jobs/124847/full-stack-engineer-the-farmers-dog,37
124846,2016-09-14,"Our Labs team creates prototypes and reimagines news and the newsroom, peering into the fast-changing…",Financial Times,"London, UK",,"[node.js, html5, css, sass, javascript]",FT Labs Developer,/jobs/124846/ft-labs-developer-financial-times,37
124845,2016-09-14,Java ProgrammeurDienst Uitvoering OnderwijsFunctieomschrijvingIn het onderwijs maken we veel gebruik van…,Rijksoverheid,"Groningen, Netherlands",,"[java, puppet, hibernate, spring, agile]",Java Programmeur,/jobs/124845/java-programmeur-rijksoverheid,37
116198,2016-09-14,Job listings do not always do justice to a company's environment and who would work well inside that…,Asynchrony Labs,"St. Louis, MO","$60,000 - 125,000","[java, sql, tdd, agile, orm]",Java Software Engineer,/jobs/116198/java-software-engineer-asynchrony-labs,37
120942,2016-09-14,"Pivotal Labs: We Transform Ideas into Software.
As a recognized leader in highly disciplined agile…",Pivotal,"Paris, France",,"[tdd, software-engineering, java, ruby, pair-programming]","Software Engineer - Pair programming, Agile, Test Driven Development",/jobs/120942/software-engineer-pair-programming-agile-test-pivotal,37
123366,2016-09-19,Android DeveloperSmart Communications seeks an Android Developer who possesses a passion for pushing…,Smart Communications,"Tampa, FL","$60,000 - 80,000","[android, sdk, rest, json, voip]",Android Developer,/jobs/123366/android-developer-smart-communications,38
123376,2016-09-19,"About you:
Amperity is a stealth-mode enterprise software company founded by repeat entrepreneurs Kabir…",Amperity,"Seattle, WA","$100,000 - 140,000

                                / 
Provides Equity","[clojure, mesos, apache-spark, apache-kafka, accumulo]",Senior Software Engineer,/jobs/123376/senior-software-engineer-amperity,38
117676,2016-09-19,"About You
You are looking to do something meaningful and fulfilling with the software skills you have…",Aquatic Informatics,"Hobart, Australia",,"[.net, c#, agile]",Development Manager,/jobs/117676/development-manager-aquatic-informatics,38
51514,2016-09-19,"At ChefSteps, we’re not just cooks—we are engineers and designers; it’s as much a tech company as it is…","ChefSteps, Inc","Seattle, WA",,"[ruby-on-rails, api, angularjs, coffeescript, haml]",Full-Stack Web Developer,/jobs/51514/full-stack-web-developer-chefsteps-inc,38
112029,2016-09-19,"The Compliance team within APG-Core Transaction Processing is responsible for building, supporting and…",BlackRock,"New York, NY",,"[angularjs, spring, java, javascript, java-ee]",BlackRock Java Web Developer (Spring / AngularJS),/jobs/112029/blackrock-java-web-developer-spring-angularjs-blackrock,38
123375,2016-09-19,"Looking for a company that inspires passion, courage and imagination, where you can be part of the team…",eBay,"San Jose, CA",,[java],"Software Engineer 2, Quality, Selling",/jobs/123375/software-engineer-2-quality-selling-ebay,38
111969,2016-09-19,We’re looking for the brightest engineering minds to solve the world’s most complex financial…,BlackRock,"New York, NY",,"[java, cassandra, spring, scala, nosql]",Java Software Engineer (distributed applications /  concurrent programming),/jobs/111969/java-software-engineer-distributed-applications-blackrock,38
123374,2016-09-19,Xamarin Architect - $60k   Are you one of top Software Architects in the world? Are you passionate about…,Crossover,No office location,,"[c#, .net, xamarin, ios, android]",Xamarin Architect - $60k,/jobs/123374/xamarin-architect-60k-crossover,38
76929,2016-09-19,The engineering team at OpenX is looking for Python experts to build and maintain high-performance…,OpenX,"Pasadena, CA",,"[python, django, sql, rest]",Lead Software Engineer,/jobs/76929/lead-software-engineer-openx,38
118936,2016-09-19,"BigCommerce is looking for Senior Software Engineer - Core Services (PHP, Go, Ruby) in our San Francisco…",BigCommerce,"San Francisco, CA",Provides Equity,"[php, go, ruby, python, json]",Senior Software Engineer,/jobs/118936/senior-software-engineer-bigcommerce,38
121281,2016-09-19,"What you’ll be doing:

New Feature Develop for the current product.
Help with testing in the form of…",Art Street Interactive,"San Diego, CA",,"[asp-classic, c#, .net, vbscript, jquery]",Classic ASP Software Engineer,/jobs/121281/classic-asp-software-engineer-art-street-interactive,38
123372,2016-09-19,Want to be a hands-on technologist leading a great team of developers? Love working with great team?Join…,3Pillar Global,"Fairfax, VA",,"[java, javascript, c#, angularjs, go]",Technical Manager,/jobs/123372/technical-manager-3pillar-global,38
123371,2016-09-19,"At thredUP, we're revolutionizing the clothing industry, and we're looking for a Data Integration…",thredUP,"San Francisco, CA",Provides Equity,"[database, apache-spark, business-intelligence, machine-learning, elasticsearch]","Software Engineer - Data Integration, Search & Machine Learning",/jobs/123371/software-engineer-data-integration-search-thredup,38
123370,2016-09-19,"At thredUP, we’re revolutionizing the clothing industry and we're looking for an engineer to bolster the…",thredUP,"San Francisco, CA",Provides Equity,"[node.js, reactjs, ruby-on-rails, mysql]",Software Engineer - NodeJS & React,/jobs/123370/software-engineer-nodejs-react-thredup,38
123369,2016-09-19,"Job Description
Pivotal Labs: We Transform Ideas into Software.
As a recognized leader in highly…",Pivotal Labs,"New York, NY",Provides Equity,"[java, javascript, agile, tdd, pair-programming]",Software Engineer (Pivotal Labs NYC),/jobs/123369/software-engineer-pivotal-labs-nyc-pivotal-labs,38
121278,2016-09-19,The Cloud Foundry engineering team is looking for a few great engineers to join us in building an open…,Pivotal Cloud Foundry,"Santa Monica, CA",Provides Equity,"[tdd, pair-programming, agile]",Software Engineer - Cloud Foundry - Santa Monica,/jobs/121278/software-engineer-cloud-foundry-santa-monica-pivotal-cloud-foundry,38
123367,2016-09-19,"At thredUP, we’re revolutionizing the clothing industry, and we're looking for a lead (systems) engineer…",thredUP,"San Francisco, CA",Provides Equity,"[ruby-onrails, rabbitmq, amazon-web-services, javascript, reactjs]",Sr/Lead Software Engineer - Ruby on Rails & React.JS,/jobs/123367/sr-lead-software-engineer-ruby-on-rails-thredup,38
121276,2016-09-19,"The research, architecture, and systems engineering team in HERE’s traffic and dynamic content…",HERE USA,"Chicago, IL",,"[java, swift, mongodb, cassandra, aws]","Sr Software Engineer - HERE - Java, AWS, Big Data",/jobs/121276/sr-software-engineer-here-java-aws-big-data-here-usa,38
121249,2016-09-19,"As a company, we believe in driving efficiency through technology and automation. Our IT team shares the…",Conestoga Cold Storage,"Kitchener, ON, Canada",,"[python, sql, javascript]",Software Developer,/jobs/121249/software-developer-conestoga-cold-storage,38
118931,2016-09-19,We're looking for a great Sr. Software Engineer to join our Identity and Access Services team and help…,Twilio,"Tallinn, Estonia",Provides Equity,"[java, scalability, testing, agile, scala]",Sr. Software Engineer - Identity Team,/jobs/118931/sr-software-engineer-identity-team-twilio,38
118930,2016-09-19,"As a full stack engineer on the Programmable Voice team at Twilio, you will be responsible for creating…",Twilio,"San Francisco, CA",Provides Equity,"[java, data-visualization, user-interface, user-experience]",Sr. UX Engineer - Voice,/jobs/118930/sr-ux-engineer-voice-twilio,38
121274,2016-09-19,"eBay Classifieds Group (eCG) is an innovative leader in online classifieds, with 12 brands that offer…",eBay,"Amsterdam, Netherlands",,"[java, opensource, go]",Head of Architecture,/jobs/121274/head-of-architecture-ebay,38
114392,2016-09-19,DialogTech (formerly Ifbyphone) provides the only platform for end-to-end call attribution and…,DialogTech,"Independence, OH",,"[mysql, apache, sysadmin]",Senior DevOps,/jobs/114392/senior-devops-dialogtech,38
114389,2016-09-19,"A line of code can be many things - an amazing feature, a beautiful UI, a transformative algorithm. The…",Google,"Mountain View, CA",,"[java, c++, python, linux]","Software Engineer, Tools and Infrastructure, University Graduate",/jobs/114389/software-engineer-tools-and-infrastructure-google,38
116764,2016-09-19,"Work with the Ouli team to:
Design, develop, test & deploy iOS  based solutions using common standards…",Ouli,"Arlington, VA",,"[swift, quick-nimble, objective-c, storyboard, uikit]",iOS Mobile App Developer,/jobs/116764/ios-mobile-app-developer-ouli,38
123351,2016-09-19,Candidate sought for a development position with a growing software company.  Neota Logic is the…,Neota Logic Inc.,"Melbourne, Australia",,"[jquery, html5, css3, less, ajax]",Senior Web Developer,/jobs/123351/senior-web-developer-neota-logic-inc,38
123352,2016-09-19,Candidate sought for a development position with a growing software company.  Neota Logic is the…,Neota Logic Inc.,"New York, NY",,"[jquery, html5, css3, less, ajax]",Senior Web Developer,/jobs/123352/senior-web-developer-neota-logic-inc,38
123358,2016-09-19,Responsibilities vary based on business needs; however key responsibilities include but are not limited…,Neota Logic Inc.,"New York, NY",,"[amazon-ec2, scripting, network-programming, linux, security, sysadmin]",System Administrator / DevOps,/jobs/123358/system-administrator-devops-neota-logic-inc,38
123360,2016-09-19,Responsibilities vary based on business needs; however key responsibilities include but are not limited…,Neota Logic Inc.,"Melbourne, Australia",,"[amazon-web-services, scripting, network-programming, linux, security]",System Administrator / DevOps,/jobs/123360/system-administrator-devops-neota-logic-inc,38
123361,2016-09-19,Responsibilities vary based on business needs; however key responsibilities include but are not limited…,Neota Logic Inc.,"Melbourne, Australia",,"[java, swing, xml, html5, css]",Senior Java Swing Developer,/jobs/123361/senior-java-swing-developer-neota-logic-inc,38
123362,2016-09-19,Candidate sought for a development position with a growing software company.  Neota Logic is the…,Neota Logic Inc.,"New York, NY",,"[java, swing, xml, html5, css]",Senior Java Swing Developer,/jobs/123362/senior-java-swing-developer-neota-logic-inc,38
123359,2016-09-19,"We're currently in the market for a highly skilled, creative, passionate web developer to help us take…",Hubert Company,"Cincinnati, OH",,"[java, spring, mysql, thymeleaf, jquery]",Senior Web Developer,/jobs/123359/senior-web-developer-hubert-company,38
121271,2016-09-19,Quantcast’s publisher engineering team is responsible for developing products to deliver valuable…,Quantcast,"San Francisco, CA",,"[java, spring, angularjs, javascript]","Senior Front-End Engineer, Publisher Engineering",/jobs/121271/senior-front-end-engineer-publisher-engineering-quantcast,38
121270,2016-09-19,The Prospecting team’s vision is to help our customers better understand their audiences and to deliver…,Quantcast,"San Francisco, CA",,"[postgresql, perl, unix, amazon-web-services, php]","Senior Software Engineer, Prospecting",/jobs/121270/senior-software-engineer-prospecting-quantcast,38
112908,2016-09-19,Our development team is looking for an entry-level developer with related experience building software…,Vida Identity,"New York, NY",,"[javascript, python, c++, golang, angularjs]",Jr. JavaScript/Python Developer - Blockchain,/jobs/112908/jr-javascript-python-developer-blockchain-vida-identity,38
105276,2016-09-19,The Twilio platform enables companies to integrate communications directly into their applications via…,Twilio,"San Francisco, CA",Provides Equity,"[agile, scrum, scala, .net, devops]",Engineering Manager - Messaging,/jobs/105276/engineering-manager-messaging-twilio,38
121256,2016-09-19,"The Equity Engineering Group, Inc. is seeking an ambitious, full-stack web developer with experience in…","The Equity Engineering Group, Inc.","Shaker Heights, OH",,"[javascript, node.js, css, python]",Full-Stack Web Developer,/jobs/121256/full-stack-web-developer-the-equity-engineering-group,38
103529,2016-09-19,We have an immediate need for a highly skilled and experienced Python/django developer with lead…,Antlos,"Roncade, Italy","€50,000 - 60,000

                                / 
Provides Equity","[python, django, postgresql, amazon-web-services, angularjs, sysadmin]",Lead Back-end Developer (Python/Django),/jobs/103529/lead-back-end-developer-python-django-antlos,38
125119,2016-09-19,Creatubbles™ is the safe global community for creators of all ages. It is the perfect space for children…,"Creatubbles Japan, Inc","Chiyoda-ku, Japan",,"[ruby-on-rails, ember.js, css, jquery, user-experience]",Senior Front-End Developer,/jobs/125119/senior-front-end-developer-creatubbles-japan-inc,38
123249,2016-09-19,"Lynx Analytics is seeking a Senior R&D Software Engineer in Budapest, Hungary.

Join us on an…",Lynx Analytics,"Budapest, Hungary","€40,000 - 50,000

                                / 
Provides Equity","[apache-spark, scala, docker, python]",Senior Software Engineer,/jobs/123249/senior-software-engineer-lynx-analytics,38
114372,2016-09-19,Google aspires to be an organization that reflects the globally diverse audience that our products and…,Google,"New York, NY",,"[java, c++, python, linux, objective-c]",Software Engineer,/jobs/114372/software-engineer-google,38
123096,2016-09-19,"Netwealth is:

a rapidly growing, cutting-edge and funded FinTech company
looking for that special…",Netwealth Investments Ltd,"London, UK","£40,000 - 50,000

                                / 
Provides Equity","[c#, javascript, selenium, qa, automated-tests]",Lead QA Engineer - funded London fintech company,/jobs/123096/lead-qa-engineer-funded-london-fintech-company-netwealth-investments-ltd,38
123349,2016-09-19,"If you're interested in high impact opportunities working on some of the coolest, cutting edge software…","Rackspace, the #1 managed cloud company","Austin, TX",,"[python, rest, amazon-web-services, nosql, javascript]",Sr. Python Developer,/jobs/123349/sr-python-developer-rackspace-the-sharp1-managed,38
121263,2016-09-19,Cirrent is a breakthrough company in the hot internet-of-things space.  We've built a strong business…,Cirrent,"San Mateo, CA",,"[connected-products, embedded, internet-of-things, wi-fi, c++]",Embedded Software Developer,/jobs/121263/embedded-software-developer-cirrent,38
121261,2016-09-19,Our Computing and Information Systems (CIS) division has an exciting opportunity for a Sr. Cloud…,Argonne National Laboratory,"Lemont, IL",,"[sql-server, java, oracle, cloud, soa]",Sr. Cloud Integration Specialist,/jobs/121261/sr-cloud-integration-specialist-argonne-national-laboratory,38
118907,2016-09-19,"Full Stack Developer - Product EngineerTransferWise is a VC-backed, international money transfer start…",TransferWise,"Tallinn, Estonia","€2,500 - 4,000

                                / 
Provides Equity","[java, angularjs, tdd, javascript, spring-boot]",Full Stack Developer,/jobs/118907/full-stack-developer-transferwise,38
118906,2016-09-19,"Java Developer - Product Engineer

TransferWise is a VC-backed, international money transfer start-up…",TransferWise,"Tallinn, Estonia","€2,500 - 4,000

                                / 
Provides Equity","[java, spring-boot, javascript, grails, tdd]",Java Developer,/jobs/118906/java-developer-transferwise,38
121260,2016-09-19,"This role exists to develop and manage a Linux Services capability. Encompassing Professional Services,…",Claranet,"Emersons Green, UK",,"[linux, cloud, redhat, puppet, chef]",Linux Services Lead,/jobs/121260/linux-services-lead-claranet,38
123337,2016-09-19,Sigma Space is seeking a talented Software Developer to join our agile development team in developing…,Sigma Space Corporation,"Lanham, MD",,"[c++, geospatial, oop, gis]",Software Developer for Geospatial Data Management,/jobs/123337/software-developer-for-geospatial-data-management-sigma-space-corporation,38
123293,2016-09-19,"We’re looking for a Software Engineer. You’ll help us improve our products, shape engineering process,…",Magoosh,"Berkeley, CA","$130,000 - 160,000

                                / 
Provides Equity","[ruby-on-rails, react-native, amazon-web-services, coffeescript, sass]",Senior Software Engineer,/jobs/123293/senior-software-engineer-magoosh,38
118905,2016-09-19,"Senior Java Developer
TransferWise is a VC-backed, international money transfer start-up co-founded by…",TransferWise,"Budapest, Hungary","€2,500 - 3,900

                                / 
Provides Equity","[java, spring-boot, javascript, grails, tdd]",Senior Java Developer,/jobs/118905/senior-java-developer-transferwise,38
121259,2016-09-19,"BUSINESS DEVELOPMENT CONSULTANT
Cloudreach is an idea that started out in a London pub that is now a…",Cloudreach,"New York, NY",,"[enterprise-deals, solutions-selling, sales, amazon-web-services, business-development]",Business Development Consultant,/jobs/121259/business-development-consultant-cloudreach,38
121258,2016-09-19,"Do you want to work and learn from some of the best developers in the Twin Cities?
Do you want to help…",Verify Brand,"Plymouth, MN",Provides Equity,"[c#, sql-server, angularjs, asp.net-mvc, elasticsearch]",Mid Level Full Stack C# Web Developer,/jobs/121258/mid-level-full-stack-c-sharp-web-developer-verify-brand,38
111904,2016-09-19,"Do you enjoy building products and features, and have the chops to make them reality? Do you yearn to…",POLITICO,"Arlington, VA",,"[javascript, html, java, php, sql]",Software Engineer,/jobs/111904/software-engineer-politico,38
123346,2016-09-19,"Sr. Systems Engineer- Hartford, CT
Work Location:  Hartford, CT - This is a fulltime employment…",Insurity,"Hartford, CT",,"[vmware, hypervisor, cisco, sql-server, powershell, sysadmin]",Senior Systems Engineer,/jobs/123346/senior-systems-engineer-insurity,38
118897,2016-09-19,We’re revolutionizing financial services for everyone’s benefit. Think of us as an IT company…,Questrade Inc.,"Toronto, ON, Canada","$95,000 - 100,000","[angularjs, javascript]",Senior Software Engineer,/jobs/118897/senior-software-engineer-questrade-inc,38
121250,2016-09-19,"Take Three Technologies is seeking a Senior Developer to join our team. Located in Denver, we are an…",Take Three Technologies,"Denver, CO",,"[.net, asp.net, javascript, html5, sql-server]",Senior Developer,/jobs/121250/senior-developer-take-three-technologies,38
111977,2016-09-19,"
Develop beautiful and intuitive User Interfaces for Video Cloud Analytics team and potentially other…",Brightcove,"Seattle, WA",,"[network-programming, intrusion-detection, hybrid-cloud, cryptography]",Principal UI Developer,/jobs/111977/principal-ui-developer-brightcove,38
121234,2016-09-19,"As a Front-End Web Developer you'll work as part of a mixed team of Back-End, Windows and web…",Car Benefit Solutions,"Bury, UK",,"[angularjs, javascript, c#, rest, twitter-bootstrap-3]",Front End Developer,/jobs/121234/front-end-developer-car-benefit-solutions,38
122532,2016-09-19,We are looking for a web application developer to join the Department of Biomedical Informatics at…,"Harvard Medical School, Department of Biomedical Informatics","Boston, MA",,"[python, elasticsearch, elastic-beanstalk, amazon-web-services, pyramids]",Back-End Web Developer,/jobs/122532/back-end-web-developer-harvard-medical-school,38
123343,2016-09-19,"Ihre Aufgaben

Erarbeitung und Entwicklung von technischen sowie kundenspezifischen…",Gatekeeper Systems Europe,"Eislingen/Fils, Deutschland",,"[embedded, firmware]",Anwendungstechniker (m/w) / Anwendungsingenieur (m/w),/jobs/123343/anwendungstechniker-m-w-anwendungsingenieur-gatekeeper-systems-europe,38
104123,2016-09-19,We are the leading global company in the expanding online recipe kit delivery market. This is a unique…,HelloFresh,"Berlin, Germany",,"[jquery, angularjs, javascript, html, css]",Junior/Senior JavaScript Developer,/jobs/104123/junior-senior-javascript-developer-hellofresh,38
123342,2016-09-19,Die CodingGene GmbH entwickelt für ihre internationalen Kunden anspruchsvolle Lösungen und setzt dabei…,CodingGene GmbH,"Darmstadt, Deutschland",,"[ios, objective-c, swift, apple]",Junior iOS Entwickler (w/m) als Verstärkung für leidenschaftliches Team,/jobs/123342/junior-ios-entwickler-w-m-als-verst%C3%A4rkung-f%C3%BCr-codinggene-gmbh,38
111536,2016-09-19,We are the leading global company in the expanding online recipe kit delivery market. This is a unique…,HelloFresh,"Berlin, Deutschland",,"[python, hadoop, apache-spark, impala, bigdata]",Big Data Engineer,/jobs/111536/big-data-engineer-hellofresh,38
121254,2016-09-19,Robotic Vision Technologies (RVT) is a privately owned and funded company looking for a self-starting…,Robotic Vision Technologies,"Silver Spring, MD","$75,000 - 95,000

                                / 
Provides Equity","[c++, visual-studio, windows-api, machine-vision, robotics]",Mid-Level C++ Engineer (Robots and Machine Vision; Windows Desktop),/jobs/121254/mid-level-c-plus-plus-engineer-robots-and-machine-robotic-vision-technologies,38
121252,2016-09-19,"Why do we want you and your skills
We develop software that uses cutting-edge research to…",DiffBlue,"Oxford, UK","£25,000 - 60,000","[angularjs, node.js, mongodb, javascript, user-interface]",Web Developer: Write Software That Other Developers Will Use,/jobs/121252/web-developer-write-software-that-other-diffblue,38
123341,2016-09-19,"Are you passionate about transforming IT infrastructure to be more efficient, more scalable, and more…",Cloudreach Ltd,"London, UK",,"[devops, aws, chef, python, ruby]",Cloud Systems Developer ,/jobs/123341/cloud-systems-developer-cloudreach-ltd,38
123194,2016-09-19,"Role Responsibility
We are looking for a number of seasoned Senior Developers to ensure that Soho…",Soho House & co,"London, UK",,"[ruby, javascript, amazon-web-services, devops, soa]",Senior Ruby Developer,/jobs/123194/senior-ruby-developer-soho-house-co,38
122780,2016-09-19,"Technology Consultants in Cognizant’s Global Technology Office (GTO)
We are seeking Technology…",Cognizant Worldwide Limited,"London, UK",,"[java, architect]",Technology Architect,/jobs/122780/technology-architect-cognizant-worldwide-limited,38
99899,2016-09-19,"Are you a Polyglot Technologist? As software engineers and architects, we solve problems. We don’t just…",Skyscanner,"Barcelona, Spain",,"[python, java, .net, coffeescript, elasticsearch]",Senior Full Stack (Polyglot) Software Engineers helping 50+ million users,/jobs/99899/senior-full-stack-polyglot-software-engineers-skyscanner,38
118887,2016-09-19,"At Stack Overflow, we are obsessed with serving developers. Whether we’re helping developers get answers…",Stack Overflow,"New York, NY","$100,000 - 135,000","[user-experience, product-management]","Product Manager, Stack Overflow Careers",/jobs/118887/product-manager-stack-overflow-careers-stack-overflow,38
121247,2016-09-19,"Profile
We are looking for a software developer who:

looks forward to the challenge of working on…",Portavita,"Amsterdam, Netherlands","€45,000 - 65,000","[php, java, web, restful-web-services]",(Senior) Software Developer,/jobs/121247/senior-software-developer-portavita,38
114349,2016-09-19,"Word je enthousiast van het ontwerpen, ontwikkelen, implementeren én onderhouden van webapplicaties? Ben…",QDelft,"Delft, Netherlands",,"[.net, continuous-integration, continuous-delivery, alm, azure]",QDelft zoekt een DevOps specialist,/jobs/114349/qdelft-zoekt-een-devops-specialist-qdelft,38
125124,2016-09-19,As a PHP Developer at Coolblue you will make sure our web shops are ridiculously fast and meticulously…,Coolblue,"Rotterdam, Netherlands",,"[php, scrum, zend-framework, tdd, unit-testing]",Senior Back end Developer PHP,/jobs/125124/senior-back-end-developer-php-coolblue,38
125131,2016-09-19,"Jim's Group is a highly regarded and successful multi franchise operation.  Due to growth, we are…",Jim's Group,"Melbourne, Australia",,"[api, mvc, .net, angularjs, c#]",.Net Developer (Mooroolbark),/jobs/125131/net-developer-mooroolbark-jims-group,38
121204,2016-09-19,We're looking for several Software Engineers for our massively growing Sydney office. This is the…,Campaign Monitor,"Sydney, Australia",Provides Equity,"[c#, reactjs, microservices, domain-driven-design, go]","Senior Software Engineers - C# / React / SOA  (SaaS, $250M funding Series A)",/jobs/121204/senior-software-engineers-c-sharp-react-soa-campaign-monitor,38
125130,2016-09-19,"Front End JavaScript ..ers, Infomedia Ltd are hunting for you.  Who are we and why would you want to…",Infomedia,"Belrose, Australia",,"[javascript, frontend, angular, sydney]",Senior JavaScript Developer - Front End,/jobs/125130/senior-javascript-developer-front-end-infomedia,38
121300,2016-09-19,"As a Senior Software Engineer you will:

Play a critical role in a cross-functional team of talented…",RedMart,Singapore,,"[sql, mongodb, scala, javascript]",Senior Software Engineer (Seller Experience),/jobs/121300/senior-software-engineer-seller-experience-redmart,38
125121,2016-09-19,As a Team Lead Web Developer at Coolblue you will support your team define the shopping experience of…,Coolblue,,,"[php, scrum, zend-framework, tdd, unit-unit, testing]",Team Lead Web Development,/jobs/125121/team-lead-web-development-coolblue,38
125128,2016-09-19,As a PHP Architect at Coolblue you will make sure our web shops are architecturally sound and provide…,Coolblue,"Rotterdam, Netherlands",,"[php, scrum, zend-framework, tdd, unit-testing]",PHP Architect,/jobs/125128/php-architect-coolblue,38
